Long_Desc                                                                    DHA
Pie, fried pies, lemon                                                          
Pie crust, standard-type, frozen, ready-to-bake, unenriched                     
Popovers, dry mix, unenriched                                                   
Taco shells, baked, without added salt                                          
Tortillas, ready-to-bake or -fry, corn, without added salt                      
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Blueberry                       
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted blueberry               
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Brown sugar cinnamon            
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted brown sugar ci          
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted cherry                  
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudg          
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted raspberry               
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, S'mores                         
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Strawberry                      
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted strawberry              
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted wild berry              
Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted brown           
Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted strawb          
KELLOGG, KELLOGG'S EGGO, Buttermilk Pancake                                     
KELLOGG, KELLOG'S NUTRI-GRAIN CEREAL BARS, Mixed Berry                          
KELLOGG'S, EGGO, Waffles, Homestyle, Low Fat                                    
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Low Fat                                  
KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles                             
ARCHWAY Home Style Cookies, Sugar Free Oatmeal                                  
ARCHWAY Home Style Cookies, Chocolate Chip Ice Box                              
ARCHWAY Home Style Cookies, Coconut Macaroon                                    
ARCHWAY Home Style Cookies, Date Filled Oatmeal                                 
ARCHWAY Home Style Cookies, Dutch Cocoa                                         
ARCHWAY Home Style Cookies, Frosty Lemon                                        
ARCHWAY Home Style Cookies, Iced Molasses                                       
ARCHWAY Home Style Cookies, Iced Oatmeal                                        
ARCHWAY Home Style Cookies, Molasses                                            
ARCHWAY Home Style Cookies, Oatmeal                                             
ARCHWAY Home Style Cookies, Oatmeal Raisin                                      
ARCHWAY Home Style Cookies, Old Fashioned Molasses                              
ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies                      
ARCHWAY Home Style Cookies, Peanut Butter                                       
ARCHWAY Home Style Cookies, Raspberry Filled                                    
ARCHWAY Home Style Cookies, Strawberry Filled                                   
ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps                            
Artificial Blueberry Muffin Mix, dry                                            
KRAFT, STOVE TOP Stuffing Mix Chicken Flavor                                    
GEORGE WESTON BAKERIES, Brownberry Sage and Onion Stuffing Mix, dry             
KEEBLER, KEEBLER Chocolate Graham SELECTS                                       
KEEBLER, Vanilla Wafers                                                         
CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially           
MCKEE BAKING, LITTLE DEBBIE NUTTY BARS, Wafers with Peanut Butter, Cho          
MARTHA WHITE FOODS, Martha White's Chewy Fudge Brownie Mix, dry                 
MARTHA WHITE FOODS, Martha White's Buttermilk Biscuit Mix, dry                  
MISSION FOODS, MISSION Flour Tortillas, Soft Taco, 8 inch                       
NABISCO, NABISCO GRAHAMS Crackers                                               
NABISCO, NABISCO OREO CRUNCHIES, Cookie Crumb Topping                           
PILLSBURY, Buttermilk Biscuits, Artificial Flavor, refrigerated dough           
PILLSBURY, Chocolate Chip Cookies, refrigerated dough                           
PILLSBURY, Crusty French Loaf, refrigerated dough                               
PILLSBURY, Traditional Fudge Brownie Mix, dry                                   
PILLSBURY GRANDS, Buttermilk Biscuits, refrigerated dough                       
PILLSBURY Golden Layer Buttermilk Biscuits, Artificial Flavor, refrige          
PILLSBURY, Cinnamon Rolls with Icing, refrigerated dough                        
KRAFT FOODS, SHAKE 'N' BAKE ORIGINAL RECIPE, Coating for Pork, dry              
GEORGE WESTON BAKERIES, Thomas English Muffins                                  
HEINZ, WEIGHT WATCHER, Chocolate Eclair, frozen                                 
INTERSTATE BRANDS CORP, WONDER Hamburger Rolls                                  
GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry                    
NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes                 
Waffle, buttermilk, frozen, ready-to-heat, microwaved                           
Waffle, plain, frozen, ready-to-heat, microwave                                 
Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk          
Pie crust, deep dish, frozen, unbaked, made with enriched flour                 
Pie crust, refrigerated, regular, baked                                         
Pie crust, deep dish, frozen, baked, made with enriched flour                   
Pie crust, refrigerated, regular, unbaked                                       
Tostada shells, corn                                                            
Keikitos (muffins), Latino bakery item                                          
Cake, pound, BIMBO Bakeries USA, Panque Casero, home baked style                
Pan Dulce, LA RICURA, Salpora de Arroz con Azucar, cookie-like, contai          
KASHI, TLC, Honey Sesame Crackers                                               
KASHI, TLC, Original 7-Grain Crackers                                           
KASHI, TLC, Country Cheddar Crackers                                            
KASHI, TLC, Toasted Asiago Crackers                                             
KASHI, Blueberry Waffle                                                         
KASHI, H2H Woven Wheat Cracker, Original                                        
KASHI, Original Waffle                                                          
KASHI, TLC, Fire Roasted Vegetable Crackers                                     
KASHI, H2H Woven Wheat Cracker, Roasted Garlic                                  
AUSTIN, Cheddar Cheese on Wheat Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type                        
AUSTIN, Chocolatey Peanut Butter Crackers, sandwich-type                        
AUSTIN, Grilled Cheese on Wafer Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type, reduced fat           
AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type, reduced fat            
AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type, reduced fat            
AUSTIN, PB & J Crackers, sandwich-type                                          
BARBARA DEE, Winter Mints Cookies                                               
KELLOGG'S, BEANATURAL, Original 3-Bean Chips                                    
BEAR NAKED, Double Chocolate Cookies                                            
BEAR NAKED, Fruit & Nut Cookies                                                 
KELLOGG'S, EGGO, Biscuit Scramblers, Bacon, Egg & Cheese                        
KELLOGG'S, EGGO, Biscuit Scramblers, Egg & Cheese                               
KELLOGG'S, EGGO, French Toaster Sticks, Cinnamon                                
KELLOGG'S, EGGO, French Toaster Sticks, Original                                
KELLOGG'S, EGGO, Mini Muffin Tops, Blueberry                                    
Candies, ALMOND JOY Candy Bar                                                   
Candies, TWIZZLERS CHERRY BITES                                                 
Candies, CARAMELLO Candy Bar                                                    
Baking chocolate, unsweetened, liquid                                           
Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES                                     
Candies, YORK Peppermint Pattie                                                 
Candies, TWIZZLERS NIBS CHERRY BITS                                             
Candies, SYMPHONY Milk Chocolate Bar                                            
Candies, NESTLE, GOOBERS Chocolate Covered Peanuts                              
Candies, KRACKEL Chocolate Bar                                                  
Candies, TWIZZLERS Strawberry Twists Candy                                      
Candies, NESTLE, CHUNKY Bar                                                     
Candies, HERSHEY'S POT OF GOLD Almond Bar                                       
Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Ba          
Candies, NESTLE, CRUNCH Bar and Dessert Topping                                 
Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking           
Candies, NESTLE, RAISINETS Chocolate Covered Raisins                            
Candies, NESTLE, AFTER EIGHT Mints                                              
Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies                  
Candies, SPECIAL DARK Chocolate Bar                                             
Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa                  
Candies, YORK BITES                                                             
Flan, caramel custard, dry mix                                                  
Puddings, coconut cream, dry mix, instant, prepared with 2% milk                
Puddings, rice, dry mix                                                         
Puddings, tapioca, dry mix                                                      
Frozen novelties, ice type, fruit, no sugar added                               
Desserts, rennin, chocolate, dry mix                                            
Desserts, rennin, vanilla, dry mix                                              
Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES                             
Candies, REESE'S BITES                                                          
Candies, REESE'S NUTRAGEOUS Candy Bar                                           
Frostings, chocolate, creamy, dry mix                                           
Candies, HEATH BITES                                                            
Frostings, vanilla, creamy, dry mix                                             
Frostings, white, fluffy, dry mix                                               
Frostings, white, fluffy, dry mix, prepared with water                          
Candies, HERSHEY'S, ALMOND JOY BITES                                            
Candies, HERSHEY, KIT KAT BIG KAT Bar                                           
Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft no          
Candies, MARS SNACKFOOD US, DOVE Milk Chocolate                                 
Candies, MARS SNACKFOOD US, DOVE Dark Chocolate                                 
Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered          
Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered          
Ice creams, strawberry                                                          
Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies                      
Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar                                  
Candies, MARS SNACKFOOD US, SNICKERS Almond bar                                 
Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies          
Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candie          
Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Can          
Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Fruit and Creme              
Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Tropical fruits              
Pie fillings, canned, cherry                                                    
Candies, MARS SNACKFOOD US, STARBURST Sour Fruit Chews                          
Puddings, banana, dry mix, instant                                              
Puddings, banana, dry mix, regular                                              
Puddings, coconut cream, dry mix, instant, prepared with whole milk             
Puddings, coconut cream, dry mix, regular, prepared with whole milk             
Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar                              
Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Ba          
Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar                       
Puddings, lemon, dry mix, instant                                               
Puddings, lemon, dry mix, instant, prepared with whole milk                     
Puddings, lemon, dry mix, regular                                               
Syrups, malt                                                                    
Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER                                   
Syrups, table blends, corn, refiner, and sugar                                  
Candies, MARS SNACKFOOD US, SKITTLES Wild Berry Bite Size Candies               
Candies, MARS SNACKFOOD US, SKITTLES Tropical Bite Size Candies                 
Candies, MARS SNACKFOOD US, SKITTLES Sours Original                             
Frozen novelties, ice type, pineapple-coconut                                   
Frozen yogurts, chocolate, soft-serve                                           
Candies, semisweet chocolate, made with butter                                  
Gelatin desserts, dry mix, with added ascorbic acid, sodium-citrate an          
Gelatin desserts, dry mix, reduced calorie, with aspartame, added phos          
Gelatin desserts, dry mix, reduced calorie, with aspartame, no added s          
Puddings, banana, dry mix, instant, with added oil                              
Puddings, banana, dry mix, regular, with added oil                              
Puddings, lemon, dry mix, regular, with added oil, potassium, sodium            
Puddings, tapioca, dry mix, with no added salt                                  
Puddings, vanilla, dry mix, regular, with added oil                             
Syrups, table blends, pancake, with 2% maple, with added potassium              
Frozen novelties, juice type, POPSICLE SCRIBBLERS                               
Frozen novelties, ice type, sugar free, orange, cherry, and grape POPS          
Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no su          
Ice creams, BREYERS, All Natural Light Vanilla                                  
Ice creams, BREYERS, All Natural Light French Vanilla                           
Ice creams, BREYERS, 98% Fat Free Vanilla                                       
Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry             
Ice creams, BREYERS, All Natural Light Mint Chocolate Chip                      
Ice creams, BREYERS, No Sugar Added, Butter Pecan                               
Ice creams, BREYERS, No Sugar Added, French Vanilla                             
Ice creams, BREYERS, No Sugar Added, Vanilla                                    
Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl                        
Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry               
Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Cone                          
Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich                        
Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar          
Frozen novelties, No Sugar Added CREAMSICLE Pops                                
Frozen novelties, Sugar Free, CREAMSICLE Pops                                   
Ice creams, BREYERS, All Natural Light French Chocolate                         
Ice creams, BREYERS, 98% Fat Free Chocolate                                     
Ice creams, BREYERS, No Sugar Added, Chocolate Caramel                          
Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Covered Almonds                  
Sweeteners, for baking, brown, contains sugar and sucralose                     
Sweeteners, for baking, contains sugar and sucralose                            
Sugar, turbinado                                                                
Sweeteners, sugar substitute, granulated, brown                                 
Syrup, maple, Canadian                                                          
Amaranth grain, uncooked (Amaranthus spp.)                                      
Amaranth grain, cooked (Amaranthus spp.)                                        
Arrowroot flour                                                                 
Corn grain, yellow (Zea mays mays L.)                                           
Cornmeal, yellow, self-rising, bolted, plain, enriched                          
Cornmeal, yellow, self-rising, bolted, with wheat flour added, enriche          
Cornmeal, yellow, self-rising, degermed, enriched                               
Couscous, dry                                                                   
Millet, raw (Panicum miliaceum L.)                                              
Oat bran, cooked                                                                
Oats (Avena sativa L.)                                                          
Rice, brown, medium-grain, raw                                                  
Rice, brown, medium-grain, cooked                                               
Rice, white, medium-grain, raw, enriched                                        
Rice, white, medium-grain, enriched, cooked                                     
Rice, white, short-grain, enriched, uncooked                                    
Rice, white, short-grain, enriched, cooked                                      
Rice, white, glutinous, unenriched, uncooked                                    
Rice, white, steamed, Chinese restaurant                                        
Sorghum grain (Sorghum spp.)                                                    
Triticale (X Triticosecale spp.)                                                
Triticale flour, whole-grain                                                    
Wheat, soft red winter (Triticum aestivum L.)                                   
Wheat, durum (Triticum durum Desf.)                                             
Wheat germ, crude                                                               
Wheat flour, white, tortilla mix, enriched                                      
Rice flour, brown                                                               
Pasta, fresh-refrigerated, plain, as purchased                                  
Pasta, fresh-refrigerated, plain, cooked                                        
Pasta, fresh-refrigerated, spinach, as purchased                                
Pasta, fresh-refrigerated, spinach, cooked                                      
Pasta, homemade, made without egg, cooked                                       
Macaroni, vegetable, enriched, dry                                              
Noodles, egg, spinach, enriched, dry                                            
Noodles, japanese, soba, dry                                                    
Noodles, japanese, soba, cooked                                                 
Noodles, japanese, somen, cooked                                                
Spaghetti, spinach, cooked                                                      
Wheat, KAMUT khorasan, uncooked (Triticum turgidum subsp. turanicum (J          
Wheat, KAMUT khorasan, cooked (Triticum turgidum subsp. turanicum (Jak          
Spelt, uncooked (Triticum aestivum L. subsp. spelta)                            
Spelt, cooked (Triticum aestivum L. subsp. spelta)                              
Teff, uncooked (Eragrostis tef (Zuccagni) Trotter)                              
Teff, cooked (Eragrostis tef (Zuccagni) Trotter)                                
Noodles, egg, cooked, enriched, with added salt                                 
Corn grain, white                                                               
Corn flour, whole-grain, blue (harina de maiz morado)                           
Corn flour, yellow, masa, enriched                                              
Cornmeal, white, self-rising, bolted, plain, enriched                           
Cornmeal, white, self-rising, bolted, with wheat flour added, enriched          
Cornmeal, white, self-rising, degermed, enriched                                
Hominy, canned, yellow                                                          
Wheat flour, white, all-purpose, enriched, calcium-fortified                    
Rice, white, medium-grain, raw, unenriched                                      
Rice, white, medium-grain, cooked, unenriched                                   
Rice, white, short-grain, raw, unenriched                                       
Rice, white, short-grain, cooked, unenriched                                    
Noodles, egg, cooked, unenriched, with added salt                               
Spaghetti, protein-fortified, cooked, enriched (n x 6.25)                       
Spaghetti, protein-fortified, dry, enriched (n x 6.25)                          
Wheat flour, whole-grain, soft wheat                                            
Sorghum flour, refined, unenriched                                              
Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cook          
Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES          
MORNINGSTAR FARMS Garden Veggie Patties, frozen, unprepared                     
MORNINGSTAR FARMS Veggie Dog, frozen, unprepared                                
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, frozen, unpre          
MORNINGSTAR FARMS Grillers Vegan, frozen, unprepared                            
MORNINGSTAR FARMS Breakfast Sausage Patties, frozen, unprepared                 
MORNINGSTAR FARMS Spicy Black Bean Burger, frozen, unprepared                   
LOMA LINDA Big Franks, canned, unprepared                                       
KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip                               
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Mixed Berry Granola            
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Strawberry Granola             
KELLOGG'S, EGGO, Pancakes, Blueberry                                            
KELLOGG'S, EGGO, Pancakes, Chocolate Chip                                       
KELLOGG'S, CINNABON, Pancakes, Caramel                                          
KELLOGG'S, CINNABON, Pancakes, Original                                         
KELLOGG'S, EGGO, Wafflers, Brown Sugar Cinnamon Roll                            
KELLOGG'S, EGGO, Wafflers, Strawberry Strudel                                   
KELLOGG'S, EGGO, Waffles, Blueberry                                             
KELLOGG'S, EGGO, Waffles, Buttermilk                                            
KELLOGG'S, EGGO, Waffles, Cinnamon Toast                                        
KELLOGG'S, EGGO, FIBERPLUS Waffles, Buttermilk                                  
KELLOGG'S, EGGO, FIBERPLUS Waffles, Chocolate Chip                              
KELLOGG'S, EGGO, Waffles, French Toast                                          
KELLOGG'S, EGGO, Waffles, Homestyle                                             
KELLOGG'S, EGGO Protein, Waffles, Homestyle                                     
KASHI, TLC, Pita Crisps, Sea Salt                                               
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Blueberry                                
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Honey Oat                                
KASHI, TLC, Pita Crisps, Zesty Salsa                                            
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Original                                 
KELLOGG'S, EGGO Seasons, Waffles, Pumpkin Spice                                 
KELLOGG'S, SIMPLY EGGO, Original                                                
KELLOGG'S, EGGO, Waffles, Strawberry                                            
KELLOGG'S, EGGO, Thick & Fluffy, Waffles, Brown Sugar                           
KELLOGG'S, EGGO, Thick & Fluffy, Waffles, Original                              
FAMOUS AMOS, Chocolate Chip Cookies                                             
FAMOUS AMOS, Chocolate Chip Pecan Cookies                                       
GIRL SCOUTS, Caramel Dulce De Leche Cookies                                     
GIRL SCOUTS, Chalet Cookies                                                     
GIRL SCOUTS, Do-si-dos Cookies                                                  
GIRL SCOUTS, Samoas Cookies                                                     
GIRL SCOUTS, Tagalongs Cookies                                                  
GIRL SCOUTS, Thank U Berry Munch Cookies                                        
GIRL SCOUTS, Thin Mints Cookies                                                 
GIRL SCOUTS, Trefoils Cookies                                                   
JACKSON'S, Old Fashioned Lemon Jumble Cookies                                   
JACKSON'S, Old Fashioned Vanilla Wafers                                         
KASHI, TLC, Happy Trail Mix Cookies                                             
KASHI, TLC, Oatmeal Dark Chocolate Cookies                                      
KASHI, TLC, Oatmeal Raisin Flax Cookies                                         
KEEBLER, ANIMALS, Cookies                                                       
KEEBLER, ANIMALS, Frosted Cookies                                               
KEEBLER, ANIMALS, Iced Cookies                                                  
KEEBLER, ANIMALS, Crackers                                                      
KEEBLER, BAKER'S TREASURES, Chocolate Chip Cookie, soft                         
KEEBLER, BAKER'S TREASURES, Oatmeal Raisin Cookie, soft                         
KEEBLER, Cheese & Cheddar Sandwich Crackers                                     
KEEBLER, Club & Cheddar Sandwich Crackers                                       
KEEBLER, Cheese on Wheat Sandwich Crackers                                      
KEEBLER, CHIPS DELUXE, Chocolate Lovers Cookies                                 
KEEBLER, CHIPS DELUXE, Chocolate Malt Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Coconut Cookies                                          
KEEBLER, CHIPS DELUXE, Dark Chocolate Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Mini Chocolate Chip Cookies                              
KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Original Chocolate Chip Cookies                          
KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies                               
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite size                
KEEBLER, CHIPS DELUXE, Soft 'n Chewy Chocolate Chip Cookies                     
KEEBLER, CLUB, Dash of Salt Crackers                                            
KEEBLER, CLUB, Minis Original Crackers                                          
KEEBLER, CLUB, Minis Multigrain Crackers                                        
KEEBLER, CLUB, Multigrain Crackers                                              
KEEBLER, CLUB, Original Crackers                                                
KEEBLER, CLUB, Reduced Fat Crackers                                             
KEEBLER, CLUB Crackers, Snack Sticks, Honey Wheat                               
KEEBLER, CLUB Crackers, Snack Sticks, Original                                  
KEEBLER, Country Style Oatmeal Cookies with Raisins                             
KEEBLER, Danish Wedding Cookies                                                 
KEEBLER, E.L. FUDGE, Butter Flavored Cookies                                    
KEEBLER, E.L. FUDGE, Double Stuffed Cookies                                     
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dark Chocolate                       
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Original Graham Cookies              
KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Chocolate Graham Cookies             
KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies                                   
KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies                                   
KEEBLER, FUDGE SHOPPE, Caramel Filled Cookies                                   
KEEBLER, FUDGE SHOPPE, Peanut Creme Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Fudge-Dipped Ice Cream Cups                              
KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat                   
KEEBLER, FUDGE SHOPPE, Fudge Sticks                                             
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Chocolate                            
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/Spiderman                         
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Mini                                      
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal                                   
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Original                                  
KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fudge Mint                          
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Vanilla                              
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Peanut Butter                        
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Original             
KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Holiday                              
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butt          
KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Butter                              
KEEBLER, Cinnamon Toast Grahams                                                 
KEEBLER, GRIPZ, CHIPS DELUXE, Chocolate Chip Cookies, bite-size                 
KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-siz          
KEEBLER, GRIPZ, Chocolate Chip Grahams, bite-size                               
KEEBLER, GRIPZ, Cinnamon Grahams, bite-size                                     
KEEBLER, Almond Crescents Cookies, Holiday                                      
KEEBLER, Gingerbread Men Cookies, Holiday                                       
KEEBLER, Holiday Jingles Cookies                                                
KEEBLER, Iced Oatmeal Cookies                                                   
KEEBLER, Toast & Peanut Butter Sandwich Crackers                                
KEEBLER, READY CRUST, Chocolate Pie Crust                                       
KEEBLER, READY CRUST, Shortbread Pie Crust                                      
KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE, Chocolate Chip Cookies          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Dark Chocolate Fudge S          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Fudge Covered Pretzels          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Cookies 'N Creme                
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Brownies                   
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Grahams Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Stripes Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Mints Grasshopper          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies, Fudge Di          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies                    
KEEBLER, 100 Calorie RIGHT BITES, White Fudge Dipped Pretzels                   
KEEBLER, SANDIES, Cashew Shortbread Cookies                                     
KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies                     
KEEBLER, SANDIES, Dark Chocolate Almond Shortbread Cookies                      
KEEBLER, SANDIES, Pecan Shortbread Cookies                                      
KEEBLER, SANDIES, Pecan Shortbread Cookies, bite size                           
KEEBLER, SANDIES, Pecan Shortbread Cookies, Reduced Fat                         
KEEBLER, SOFT BATCH, Chocolate Chip Cookies                                     
KEEBLER, Sweet Cremes Cookies                                                   
KEEBLER, Toasted Coconut Cookies                                                
KEEBLER, TOASTEDS, Buttercrisps Crackers                                        
KEEBLER, TOASTEDS, Party Pack Cracker Assortment                                
KEEBLER, TOASTEDS, Onion Crackers                                               
KEEBLER, TOASTEDS, Sesame Crackers                                              
KEEBLER, TOASTEDS, Wheat Crackers                                               
KEEBLER, TOWN HOUSE, Bistro Multigrain Crackers                                 
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Cheese                        
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Garlic Herb                   
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Original                      
KEEBLER, TOWN HOUSE, Original Crackers                                          
KEEBLER, TOWN HOUSE, Reduced Fat Crackers                                       
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Reduced Fat                   
KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crackers                              
KEEBLER, TOWN HOUSE, TOPPERS, Multigrain Crackers                               
KEEBLER, TOWN HOUSE, TOPPERS, Original Crackers                                 
KEEBLER, TOWN HOUSE, Wheat Crackers                                             
KEEBLER, TOWN HOUSE, FLATBREAD CRISPS, Sea Salt and Olive Oil Crackers          
KEEBLER, TRADITIONS, Iced Lemonade Cookies                                      
KEEBLER, TRADITIONS, Iced Oatmeal Cookies                                       
KEEBLER, Vanilla Wafers Minis, Rainbow                                          
KEEBLER, Vienna Fingers with Creme Filling                                      
KEEBLER, Vienna Fingers with Creme Filling, Reduced Fat                         
KEEBLER, Waffle Bowls                                                           
KEEBLER, Waffle Cones                                                           
KEEBLER, WHEATABLES, Honey Wheat Crackers                                       
KEEBLER, WHEATABLES, Nut Crisp Crackers, Roasted Almond                         
KEEBLER, WHEATABLES, Nut Crisp Crackers, Toasted Pecan                          
KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers                                   
KELLOGG'S, ALL-BRAN, Multigrain Crackers                                        
KELLOGG'S, Corn Flakes Crumbs                                                   
KELLOGG'S, POP-TARTS, Frosted Apple Strudel Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Blueberry Muffin Toaster Pastries                 
KELLOGG'S, POP-TARTS, Chocolate Chip Cookie Dough Toaster Pastries              
KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Confetti Cake Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Cookies & Creme Toaster Pastries                  
KELLOGG'S, POP-TARTS, Frosted Orange Cream Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Pumpkin Pie Toaster Pastries                      
